Original Sentence 1,Original Sentence 2,Preprocessed Sentence 1,Preprocessed Sentence 2,True Similarity Score,Predicted Similarity Score
Variables can be declared anywhere in a program They can be declared inside a function - LRB - local variables - RRB - or outside the functions - LRB - global variables - RRB -,anywhere in the code can be at the top or in the middle of the code or anywhere,variables declared anywhere program declared inside function lrb local variables rrb outside functions lrb global variables rrb,anywhere code top middle code anywhere,3.0,2.5849999999999955
by rows,A bi - dimensional or two - dimensional array is stored in a row - column matrix Where the first index indicates the row and the second indicates the column This means that when array elements are accessed in the order in which they are actually stored in memory the right index changes faster than the left,rows,bi dimensional two dimensional array stored row column matrix first index indicates row second indicates column means array elements accessed order actually stored memory right index changes faster left,4.5,3.4200000000000004
A list can have unlimited elements in it You can push a node onto the end of the list and pop the one in the front,throw in data at the head and take it out at the tail,list unlimited elements push node onto end list pop one front,throw data head take tail,4.5,2.2200000000000015
In the array declaration or by using an initializer list,define it as array 5 or array 1 2 3 4 5,array declaration using initializer list,define array array,4.5,1.8849999999999993
Data members - LRB - attributes - RRB - and member functions,class name two curly prenthesis public and private,data members lrb attributes rrb member functions,class name two curly prenthesis public private,2.0,4.245
Using linked lists and stacks you would need a temp stack to retain the values Then you would use the Pop - LRB - - RRB - function to pop off each element and then compare it If its not the element your looking for Push - LRB - - RRB - it to the temp stack Repeat until the element is found When you find it Pop - LRB - - RRB - off the temp stack back onto the regular stack to have a complete stack again,Keep popping nodes and storing them in an alternate stack until the given element is found then pop the given element and push the previously popped nodes back onto the stack,using linked lists stacks would need temp stack retain values would use pop lrb rrb function pop element compare element looking push lrb rrb temp stack repeat element found find pop lrb rrb temp stack back onto regular stack complete stack,keep popping nodes storing alternate stack given element found pop given element push previously popped nodes back onto stack,5.0,4.7950000000000035
A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,data members are declared in a class definition but outside the bodies of a class member - function definitions Local variables are declared in a function definition body,local variable accessed outside function declared data members normally private variables functions declared private accessible member functions class declared,data members declared class definition outside bodies class member function definitions local variables declared function definition body,4.0,4.099999999999993
enqueue which adds data to the queue and dequeue which deletes data from the queue,The two main functions of a queue are enqueue and dequeue,enqueue adds data queue dequeue deletes data queue,two main functions queue enqueue dequeue,5.0,4.23
List based is preferred because it is not constrained to a fix size The down fall is that it takes up more memory because each node has at least two parts the item and the pointer,Linked lists are preferred for implementing stacks because they are not limited to a set number of elements,list based preferred constrained fix size fall takes memory node least two parts item pointer,linked lists preferred implementing stacks limited set number elements,5.0,2.16
you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,if the node has no children delete it right away otherwise put either the furthest right node on the left side or the furthest left node on the right side in that place and perform a the above on that node to guarantee that it is children get handled properly,replace node largest element left subtree replace smallest element right subtree,node children delete right away otherwise put either furthest right node left side furthest left node right side place perform node guarantee children get handled properly,5.0,4.880000000000001
Name of the function parameters it must receive in order to perform and a return type,The order number and type of data items included inside the function parameters,name function parameters must receive order perform return type,order number type data items included inside function parameters,5.0,4.6650000000000045
To store a class interface including data members and member function prototypes,It contains reusable source code for use by other classes,store class interface including data members member function prototypes,contains reusable source code use classes,3.0,3.7950000000000017
A list can have unlimited elements in it You can push a node onto the end of the list and pop the one in the front,you use the first element in the list as the remove point for the queue and insert items at the end of the list,list unlimited elements push node onto end list pop one front,use first element list remove point queue insert items end list,5.0,2.894999999999996
Iteration performers a series of checks and loops,Any problem solved recursively could be solved with an iterative function Iterative replacements for recursive functions may be more difficult to program but often lead to more efficient solutions to a problem,iteration performers series checks loops,problem solved recursively could solved iterative function iterative replacements recursive functions may difficult program often lead efficient solutions problem,5.0,2.4299999999999984
By using constructors,objects are initialized by stating the classname first then assigning a name to the object Within the object - LRB - - RRB - is a place where it can be initialized,using constructors,objects initialized stating classname first assigning name object within object lrb rrb place initialized,3.5,2.2949999999999986
push,push equals enqueue pop equals dequeue,push,push equals enqueue pop equals dequeue,4.5,4.3350000000000035
Public and private specifiers,Public protected and private,public private specifiers,public protected private,5.0,4.3350000000000035
Push and pop are two main functions defined in a stack,pop and push,push pop two main functions defined stack,pop push,5.0,4.670000000000004
