answer,response,label
Pakaian utama yang dikenakan oleh penari dan benar-benar tampak bagi penonton.,"pakaian tubuh, adalah semua pakaian pokok yang melekat di tubuh penari",2.5
Pakaian utama yang dikenakan oleh penari dan benar-benar tampak bagi penonton.,Pakaian utama yang dikenal oleh penari dan benar-benar tampak bagi penonton,5
Pakaian utama yang dikenakan oleh penari dan benar-benar tampak bagi penonton.,busana,0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang pribadi adalah jika penari melakukan gerak tanpa berpindah tempat, atau jangkauan yang dapat dicapai bagian tubuh penari ketika bergerak. Sedangkan ruang umum adalah jika penari melakukan gerakan dengan berpindah tempat atau membentuk suatu pola yang biasa disebut pola lantai",1
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",tidak tau,0
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang dalam,ruang luar",0
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","- Ruang imajiner adalah ruang pergerakan penari 
- Ruang tampil / nyata atau tmpt yang benar adanya ( ruangan )",2
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",Ruang gerak dan ruang pentas,0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",Ruang rill atau ruang nyata mencakup tempat-tempat nyata sedangkan ruang imajiner adalah ruang yang terbentuk pada pose dan gerak penari,4.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","-ruang pentas adalah ruang yang diciptakan oleh penari.
-ruang gerak adalah ruang yang tercipta akibat gerak penari",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",Ruang pentas dan ruang diciptakan oleh penari,0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang ril, mencakup tempat yang nyata. ruang imajiner ruang yang terbentuk dari gerak dan pose penari.",3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","1. Ruang pribadi: Gerakan di tempat tanpa berpindah.
2. Ruang umum: Gerakan berpindah menjelajahi area.",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang riil atau ruang nyata mencakup tempat- tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","•Ruang rill atau ruang nyata mencakup tempat tempat nyata, 
•ruang imajiner ruang yang terbentuk dari pose gerakan penari",4.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","-Ruang pribadi adalah gerak tanpa berpindah
-Ruang umum adalah ruang tersedia untuk bergerak",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang rill atau ruang nyata mencakup tempat tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang riil atau nyata mencakup tempat - tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","1.Ruang Rill atau Ruang nyata yang mencakup tempat tempat yang nyata
2.Ruang imajiner adalah ruang yang terbentuk dari pose dan gerakan penari serta perpindahan posisi atau tempat",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang rill atau nyata mencakup tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang rill atau asli seperti ruangan studio,panggung. Ada juga ruangan imajiner,ruangan imajiner merupakan ruangan yang terbentuk dari adanya gerakan penari",3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang real dan ruang imajinari
runah real itu seperti:studio,ruang tari, panggung 
sedangkan 
ruang imajinari adalah perpindahan dari penari/perpindahan posisi",3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang Rill atau ruang nyata yang mencakup tempat-tempat nyata 
Ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang pentas atau panggung yaitu tempat menampilkan tarian
Ruang pribadi atau studio pribadi yaitu tempat berlatih sang penari",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang riil atau ruang nyata mencakup tempat- tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang Pribadi : Ruang yang dikelilingi oleh tubuh penari, di mana gerakan dilakukan.
Ruang Publik : Ruang yang lebih luas di mana penari berinteraksi dengan penonton dan lingkungan sekitar.
",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang riil atau ruang nyata mencakup tempat-tempat nyata,sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang nyata, mencangkup ruang ruang nyata, ruang imajiner ruang yang tercipta dari gerakan penari",4.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang riil atau ruang nyata mencakup tempat- tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang real atau ruang nyata mencakup tempat- tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang pribadi adalah jika penari melakukan gerak tanpa berpindah tempat, atau jangkauan yang dapat dicapai bagian tubuh penari ketika bergerak. Sedangkan ruang umum adalah jika penari melakukan gerakan dengan berpindah tempat atau membentuk suatu pola yang biasa disebut pola lantai.",3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","-Ruang riil atau nyata
- Ruang Imajiner
ruang riil atau ruang nyata mencakup tempat tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari dari pose dan gerak penari serta perpindahan posisi.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang riel- mencakup tempat-tempat nyata
ruang nyata - ruang imajiner yang berbentuk dalam pose",3.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang rill atau ruang nyata mencakup tempat-tempat nyata,sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang gerak dan ruang pentas. kalau ruang pentas tempat pertunjukan tari, kalau ruang gerak tempat yang di pakai untuk latihan",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",pribadi dan umum,0
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","-Ruang gerak: bentuk yang di hasilkan penari setelah melakukan gerakan

-Ruang panggung: ruang sebagai tempat pentas seni tari",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",Ruang real dan ruang imajiner,0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",Ruang tari dibagi menjadi 2 yaitu ruang rill sebagai tempat pementasan/latihan dan ruang imajiner yaitu yang diciptakan oleh penari dari pose atau perpindahan gerak penari.,2.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","•ruang gerak:ruang yang terciptanya karena gerakan dari sang penari
•ruang pentas:ruang yang bersifat nyata dan bebas",2
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Pada seni tari, unsur ruang dibagi menjadi dua: Ruang sebagai tempat pentas dan ruang yang diciptakan oleh penari. Ruang sebagai tempat pentas adalah tempat penari melakukan gerakan atau arena yang dilalui ketika membawakan tarian",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","1. Ruang imajiner
Ruang imajiner merupakan ruang yang tercipta dari imajinasi para penari pada saat membawakan tariannya.
2. Ruang asli
Ruang atau area tempat para penari melakukan gerakan.",1
"Ruang sebagai tempat pentas, yaitu tempat penari melakukan gerakan atau arena yang dilalui saat pembawaan tarian.
Ruang yang diciptakan oleh penari, yaitu ruang yang dibuat langsung oleh penari saat membawakan suatu tarian.","-Ruang sebagai tempat pentas=Arena penari untuk melakukan tari 
-Ruang sebagai yang di ciptakan oleh penari=Jangkauan gerak yang dpt dicapai penari ketika melakukan gerak",3
"Ruang sebagai tempat pentas, yaitu tempat penari melakukan gerakan atau arena yang dilalui saat pembawaan tarian.
Ruang yang diciptakan oleh penari, yaitu ruang yang dibuat langsung oleh penari saat membawakan suatu tarian.","Pada seni tari, unsur ruang dibagi menjadi dua: Ruang sebagai tempat pentas dan ruang yang diciptakan oleh penari. Ruang sebagai tempat pentas adalah tempat penari melakukan gerakan atau arena yang dilalui ketika membawakan tarian",3.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ada ruang latihan dan ruang panggung, ruang latihan itu melatih gerak tari untuk mengembangkan sebuah tarian yang akan dipentaskan, sedangkan gerak panggung adalah gerakan di atas panggung sambil dilihat oleh penonton dengan gerakan yang telah dipelajari sebelumnya.",0
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang ril adalah ruang yang nyantai contohnya studio tari
ruang imajiner adalah ruang yg terbentuk dari pose dan gerakan badan",2
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",ruang nyata dan ruang imajiner. perbedaannya adalah ruang nyata mencakup tempat nyata sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta blocking posisi (perpindahan tempat),5
"Ruang pribadi adalah  penari melakukan gerak tanpa berpindah tempat, atau jangkauan yang dapat dicapai bagian tubuh penari ketika bergerak. Sedangkan ruang umum adalah jika penari melakukan gerakan dengan berpindah tempat atau membentuk suatu pola yang biasa disebut pola lantai",Ruang pribadi artinya gerak tanpa berpindah tempat. Ruang umum artinya gerak berpindah tempat,2.5
"Ruang pribadi adalah jika penari melakukan gerak tanpa berpindah tempat, atau jangkauan yang dapat dicapai bagian tubuh penari ketika bergerak. Sedangkan ruang umum adalah jika penari melakukan gerakan dengan berpindah tempat atau membentuk suatu pola yang biasa disebut pola lantai","Ruang dalam tari dibedakan 2 yaitu ruang pribadi, yang fokus pada gerakan individu, dan ruang publik, yang melibatkan interaksi antara penari dan penonton",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","1. Ruang rill, yaitu ruang/tempat nyata yang digunakan untuk menari
2. Ruang imajiner, yaitu gerakan/perpindahan gerak dari penari",3.5
Ruang gerak adalah ruang yang diciptakan oleh sebuah penari yang berhubungan dengan lebar sempit nya suatu gerak sedang Ruang pentas adalah ruang yang memberikan pertunjukan semua tari yang terlihat secara nyata,"Ruang gerak yaitu ruang yang tercipta sebagai akibat gerak yang dilakukan penari berhubungan dengan lebar sempitnya gerak tari (volume gerak).Ruang pentas yaitu tempat untuk pertunjukan tari, berwujud ruang nyata yang dapat dilihat secara langsung.",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang ril adalah ruang yang nyata seperti studio, ruang imajiner adalah",1.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang rill : 
ruang imajiner :",0.5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",ruang ril dan imajiner ruang ril adalah ruang yang nyata seperti ruang latihan sedangkan ruang imajiner adalah ruang yang dibentuk dengan pose,3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang riil: ruang pementasan 
ruang imajiner: ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.",3
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","*ruang rill atau ruang nyata; mencakup tempat tempat nyata 
*ruang imajiner;ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi",5
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","Ruang real (nyata): ruang real atau ruang nyata merupakan ruangan yang benar-benar ditempati oleh para penari untuk menari. contohnya seperti panggung, ruang tari, studio, dan sebagainya.

Ruang buatan: ruang buatan ini adalah ruang yang tidak nyata. tetapi dapat dikihat oleh para penonton tarian. alasannya karena, ruang ini dibentuk sendiri oleh para penari-penari. contohnya seperti para penari membentuk melingkar sehingga ada ruang kosong di tengah-tengah lingkaran itu.",1
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Paha, Tungkai, Telapak kaki, Sabuk panggul",2.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Kaki,telapak kaki,paha,jari jari kaki,betis,dll",4
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","kaki,lutut",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Pinggul, paha, lutut, kaki, pergelangan kaki",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Telapak kaki, pergelangan kaki,paha",2
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tungkai atas atau bawah, telapak kaki, jari-jari kaki",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Pinggul,paha,lutut,dan betis",0.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","tungkai atas dan bawah ,telapak kaki dan jari jari",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.",Tungkai atas/bawah telapak kaki jari jari kaki,5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","kaki, telapak kaki, betis",2
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","- Pinggul
- Paha
- Lutut
- Betis
- Pergelangan kaki
- Kaki",1
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Kaki , telapak kaki, jari jari kaki, dan pergelangan kaki",3
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Kaki, pergelangan kaki, betis",0.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Paha, betis, pergelangan kaki, jari jari kaki , telapak kaki",3.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","tungkai atas dan bawah, telapak kaki dan jari kaki.",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tungkai atas dan bawah, telapak kaki, jari - jari kaki",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","•Tungkai atas dan bawah
•Telapak kaki
•Dan jari jari kaki",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tungkai atas dan bawah, telapak kaki, jari-jari kaki.",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Kaki,lutut,paha,betis.",0.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","kaki,jari kaki",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tungkai atas dan bawah, telapak kaki, jari jari kaki",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Paha, lutut, betis, kaki, jari kaki",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","tungkai atas dan bawah, telapak kaki, jari-jari kaki.",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","- Kaki
- Paha
- Betis
- Pergelangan kaki
- Telapak kaki",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","paha, yang terletak di antara sendi pinggul dan lutut; tungkai, yang terletak di antara sendi lutut dan pergelangan kaki; dan distal pergelangan kaki, yaitu telapak kaki",2
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","tungkai atas dan bawah, telapak kaki, jari jari kaki",5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tulang anggota gerak bagian bawah tubuh manusia terdiri dari:
Tulang paha
Tulang kering
Tulang betis
Tulang pergelangan kaki
Tulang telapak kaki
Tulang jari kaki",1.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","kaki, paha ,betis",0.5
"tungkai atas dan bawah, telapak kaki, jari-jari kaki.","Tungkai atas dan bawah,telapak kaki,jari-jari kaki",5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerak tangan yang membentuk lingkaran,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan yang membentuk lingkaran,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,"gerakan tangan yang membentuk spiral atau lingkaran kecil. Ukel merupakan gerakan yang sering ditemukan dalam tarian Jawa, terutama dalam tarian yang melibatkan gerakan tangan dan pergelangan tangan yang fleksibel.",1
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan yang membentuk spiral atau lingkaran kecil,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan memutar tangan.,1
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan yang membentuk lingkaran kecil,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan yang membentuk spiral atau lingkaran kecil,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan dalam tari yang membentuk lingkaran kecil.,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,suatu gerakan tangan yang membentuk lingkaran kecil.,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan yang menggerakan tangan dengan cara memutar,2
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerakan Tangan memutar dan melambai dan diakhiri dengan posisi ngithing,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan yang membentuk spiral atau lingkaran kecil,1.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerakan tangan,1
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,"gerak tangan memutar, melambai. di akhiri dengan posisi ngithing",5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan putaran tangan,1
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerakan tangan dan lengan dalam tari tradisional yang mengekspresikan emosi,1
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerak tangan memutar dan melambai dan diakhiri dengan posisi ngiting,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerakan tangan memutar dan melambai dan diakhiri dengan posisi ngithing,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerak memutar tangan melambaikan,3
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,gerak tangan memutar dan melambai,2.5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerak tangan memutar dan melambai dan di akhiri dengan posisi ngithing.,5
gerak tangan memutar dan melambai dan diakhiri dengan posisi ngithing.,Gerakan menoleh ke-kiri dan ke-kanan dengan posisi kepala yang miring,0
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",penopang tubuh,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","melindungi organ dalam tubuh, memberi bentuk untuk tubuh, menopang tubuh",3.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","fungsi utama tulang adalah sebagai penopang bagi tubuh. Tulang merupakan rangka yang membuat Seseorang dapat berdiri dengan kokoh seperti sekarang. Seperti halnya tulang paha yang membantu kaki untuk berjalan dan berdiri. Ada pula tulang punggung agar tubuh bisa tegak, dan sebagainya.",1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",fungsi tulang secara umum adalah untuk menopang tubuh manusia,1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Sebagai tempat melekat nya otot dan saraf,1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",sebagai penopang tubuh,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Fungsi tulang dan rangka adalah untuk melindungi organ dalam manusia.,1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",sebagai penopang tubuh,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",penopang tubuh untuk melakukan aktifitas,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Fungsi tulang atau rangka secara umum yaitu sebagai penopang tubuh manusia, dengan adanya tulang, kita dapat berdiri dengan kokoh seperti sekarang.",1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Tulang dan rangka secara umum memiliki fungsi yaitu tempat menempelnya daging dan otot. Dan juga Tulang berfungsi untuk menggerakkan otot sesuai dengan kehendak otak. Tulang dan rangka juga berfungsi sebagai penopang tubuh.,3
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","-Menopang Tubuh
-Mendukung gerakan Tubuh
-sebagai bentuk Tubuh",1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Secara umum, tulan atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam
tubuh.",5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",sebagai penopang dalam tubuh kita,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Sebagai penopang Tubuh dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ organ vital didalam tubuh.",5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Tulang yaitu sebagai penopang dalam tubuh sedangkan rangka yaitu sebagai pelindung organ organ bagian dalam yang lunak,3.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",fungsi utama tulang adalah sebagai penopang tubuh,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Sebagai penompang gerakan,0.5
